giocatore,link_a,link_b
Dennis Novak,https://www.atptour.com/en/players/dennis-novak/db59/rankings-breakdown,https://www.atptour.com/en/players/dennis-novak/db59/player-stats
Tung-Lin Wu,https://www.atptour.com/en/players/tung-lin-wu/w857/rankings-breakdown,https://www.atptour.com/en/players/tung-lin-wu/w857/player-stats
Facundo Diaz Acosta,https://www.atptour.com/en/players/facundo-diaz-acosta/d0cg/rankings-breakdown,https://www.atptour.com/en/players/facundo-diaz-acosta/d0cg/player-stats
Antoine Bellier,https://www.atptour.com/en/players/antoine-bellier/bp41/rankings-breakdown,https://www.atptour.com/en/players/antoine-bellier/bp41/player-stats
Andrea Pellegrino,https://www.atptour.com/en/players/andrea-pellegrino/ph64/rankings-breakdown,https://www.atptour.com/en/players/andrea-pellegrino/ph64/player-stats
Damir Dzumhur,https://www.atptour.com/en/players/damir-dzumhur/d923/rankings-breakdown,https://www.atptour.com/en/players/damir-dzumhur/d923/player-stats
Raul Brancaccio,https://www.atptour.com/en/players/raul-brancaccio/bv24/rankings-breakdown,https://www.atptour.com/en/players/raul-brancaccio/bv24/player-stats
Juncheng  Shang,https://www.atptour.com/en/players/juncheng--shang/s0re/rankings-breakdown,https://www.atptour.com/en/players/juncheng--shang/s0re/player-stats
Renzo Olivo,https://www.atptour.com/en/players/renzo-olivo/o376/rankings-breakdown,https://www.atptour.com/en/players/renzo-olivo/o376/player-stats
Genaro Alberto Olivieri,https://www.atptour.com/en/players/genaro-alberto-olivieri/o660/rankings-breakdown,https://www.atptour.com/en/players/genaro-alberto-olivieri/o660/player-stats
Riccardo Bonadio,https://www.atptour.com/en/players/riccardo-bonadio/bi47/rankings-breakdown,https://www.atptour.com/en/players/riccardo-bonadio/bi47/player-stats
Sebastian Ofner,https://www.atptour.com/en/players/sebastian-ofner/o513/rankings-breakdown,https://www.atptour.com/en/players/sebastian-ofner/o513/player-stats
Francesco Maestrelli,https://www.atptour.com/en/players/francesco-maestrelli/m0if/rankings-breakdown,https://www.atptour.com/en/players/francesco-maestrelli/m0if/player-stats
Andrea Vavassori,https://www.atptour.com/en/players/andrea-vavassori/va08/rankings-breakdown,https://www.atptour.com/en/players/andrea-vavassori/va08/player-stats
Dimitar Kuzmanov,https://www.atptour.com/en/players/dimitar-kuzmanov/kc33/rankings-breakdown,https://www.atptour.com/en/players/dimitar-kuzmanov/kc33/player-stats
Stefan Kozlov,https://www.atptour.com/en/players/stefan-kozlov/ke64/rankings-breakdown,https://www.atptour.com/en/players/stefan-kozlov/ke64/player-stats
Leandro Riedi,https://www.atptour.com/en/players/leandro-riedi/r0fs/rankings-breakdown,https://www.atptour.com/en/players/leandro-riedi/r0fs/player-stats
Dominik Koepfer,https://www.atptour.com/en/players/dominik-koepfer/ke73/rankings-breakdown,https://www.atptour.com/en/players/dominik-koepfer/ke73/player-stats
Kimmer Coppejans,https://www.atptour.com/en/players/kimmer-coppejans/cg33/rankings-breakdown,https://www.atptour.com/en/players/kimmer-coppejans/cg33/player-stats
Luca Van Assche,https://www.atptour.com/en/players/luca-van-assche/v0dz/rankings-breakdown,https://www.atptour.com/en/players/luca-van-assche/v0dz/player-stats
Nicolas Kicker,https://www.atptour.com/en/players/nicolas-kicker/kc29/rankings-breakdown,https://www.atptour.com/en/players/nicolas-kicker/kc29/player-stats
Antoine Escoffier,https://www.atptour.com/en/players/antoine-escoffier/e768/rankings-breakdown,https://www.atptour.com/en/players/antoine-escoffier/e768/player-stats
Cedrik-Marcel Stebe,https://www.atptour.com/en/players/cedrik-marcel-stebe/sk94/rankings-breakdown,https://www.atptour.com/en/players/cedrik-marcel-stebe/sk94/player-stats
Alexis Galarneau,https://www.atptour.com/en/players/alexis-galarneau/gk06/rankings-breakdown,https://www.atptour.com/en/players/alexis-galarneau/gk06/player-stats
Matheus Pucinelli De Almeida,https://www.atptour.com/en/players/matheus-pucinelli-de-almeida/p0df/rankings-breakdown,https://www.atptour.com/en/players/matheus-pucinelli-de-almeida/p0df/player-stats
Laurent Lokoli,https://www.atptour.com/en/players/laurent-lokoli/lc12/rankings-breakdown,https://www.atptour.com/en/players/laurent-lokoli/lc12/player-stats
Adrian Andreev,https://www.atptour.com/en/players/adrian-andreev/a0ab/rankings-breakdown,https://www.atptour.com/en/players/adrian-andreev/a0ab/player-stats
Rio Noguchi,https://www.atptour.com/en/players/rio-noguchi/n09u/rankings-breakdown,https://www.atptour.com/en/players/rio-noguchi/n09u/player-stats
Evan Furness,https://www.atptour.com/en/players/evan-furness/fc26/rankings-breakdown,https://www.atptour.com/en/players/evan-furness/fc26/player-stats
Li Tu,https://www.atptour.com/en/players/li-tu/tc01/rankings-breakdown,https://www.atptour.com/en/players/li-tu/tc01/player-stats
Gianluca Mager,https://www.atptour.com/en/players/gianluca-mager/ml57/rankings-breakdown,https://www.atptour.com/en/players/gianluca-mager/ml57/player-stats
Gastao Elias,https://www.atptour.com/en/players/gastao-elias/e698/rankings-breakdown,https://www.atptour.com/en/players/gastao-elias/e698/player-stats
Lukas Rosol,https://www.atptour.com/en/players/lukas-rosol/r685/rankings-breakdown,https://www.atptour.com/en/players/lukas-rosol/r685/player-stats
Mitchell Krueger,https://www.atptour.com/en/players/mitchell-krueger/kc12/rankings-breakdown,https://www.atptour.com/en/players/mitchell-krueger/kc12/player-stats
Nicolas Moreno De Alboran,https://www.atptour.com/en/players/nicolas-moreno-de-alboran/mw18/rankings-breakdown,https://www.atptour.com/en/players/nicolas-moreno-de-alboran/mw18/player-stats
Brandon Holt,https://www.atptour.com/en/players/brandon-holt/h09p/rankings-breakdown,https://www.atptour.com/en/players/brandon-holt/h09p/player-stats
Jay Clarke,https://www.atptour.com/en/players/jay-clarke/ci14/rankings-breakdown,https://www.atptour.com/en/players/jay-clarke/ci14/player-stats
Nick Hardt,https://www.atptour.com/en/players/nick-hardt/h0a4/rankings-breakdown,https://www.atptour.com/en/players/nick-hardt/h0a4/player-stats
Paul Jubb,https://www.atptour.com/en/players/paul-jubb/j0a4/rankings-breakdown,https://www.atptour.com/en/players/paul-jubb/j0a4/player-stats
Yu Hsiou Hsu,https://www.atptour.com/en/players/yu-hsiou-hsu/h09f/rankings-breakdown,https://www.atptour.com/en/players/yu-hsiou-hsu/h09f/player-stats
Max Purcell,https://www.atptour.com/en/players/max-purcell/ph71/rankings-breakdown,https://www.atptour.com/en/players/max-purcell/ph71/player-stats
Altug Celikbilek,https://www.atptour.com/en/players/altug-celikbilek/ch05/rankings-breakdown,https://www.atptour.com/en/players/altug-celikbilek/ch05/player-stats
Mikhail Kukushkin,https://www.atptour.com/en/players/mikhail-kukushkin/k926/rankings-breakdown,https://www.atptour.com/en/players/mikhail-kukushkin/k926/player-stats
Gabriel Diallo,https://www.atptour.com/en/players/gabriel-diallo/d0f6/rankings-breakdown,https://www.atptour.com/en/players/gabriel-diallo/d0f6/player-stats
Marco Trungelliti,https://www.atptour.com/en/players/marco-trungelliti/ta29/rankings-breakdown,https://www.atptour.com/en/players/marco-trungelliti/ta29/player-stats
Dalibor Svrcina,https://www.atptour.com/en/players/dalibor-svrcina/s0gd/rankings-breakdown,https://www.atptour.com/en/players/dalibor-svrcina/s0gd/player-stats
Ernesto Escobedo,https://www.atptour.com/en/players/ernesto-escobedo/e873/rankings-breakdown,https://www.atptour.com/en/players/ernesto-escobedo/e873/player-stats
Nicolas Alvarez Varona,https://www.atptour.com/en/players/nicolas-alvarez-varona/a09u/rankings-breakdown,https://www.atptour.com/en/players/nicolas-alvarez-varona/a09u/player-stats
Nerman Fatic,https://www.atptour.com/en/players/nerman-fatic/f840/rankings-breakdown,https://www.atptour.com/en/players/nerman-fatic/f840/player-stats
Tomas Barrios Vera,https://www.atptour.com/en/players/tomas-barrios-vera/bs86/rankings-breakdown,https://www.atptour.com/en/players/tomas-barrios-vera/bs86/player-stats
Nino Serdarusic,https://www.atptour.com/en/players/nino-serdarusic/sp80/rankings-breakdown,https://www.atptour.com/en/players/nino-serdarusic/sp80/player-stats
Hernan Casanova,https://www.atptour.com/en/players/hernan-casanova/cg07/rankings-breakdown,https://www.atptour.com/en/players/hernan-casanova/cg07/player-stats
Peter Gojowczyk,https://www.atptour.com/en/players/peter-gojowczyk/g967/rankings-breakdown,https://www.atptour.com/en/players/peter-gojowczyk/g967/player-stats
Thiago Agustin Tirante,https://www.atptour.com/en/players/thiago-agustin-tirante/t0a1/rankings-breakdown,https://www.atptour.com/en/players/thiago-agustin-tirante/t0a1/player-stats
Nicholas David Ionel,https://www.atptour.com/en/players/nicholas-david-ionel/i0a7/rankings-breakdown,https://www.atptour.com/en/players/nicholas-david-ionel/i0a7/player-stats
Nam Hoang Ly,https://www.atptour.com/en/players/nam-hoang-ly/ld22/rankings-breakdown,https://www.atptour.com/en/players/nam-hoang-ly/ld22/player-stats
Lloyd Harris,https://www.atptour.com/en/players/lloyd-harris/hg86/rankings-breakdown,https://www.atptour.com/en/players/lloyd-harris/hg86/player-stats
Juan Ignacio Londero,https://www.atptour.com/en/players/juan-ignacio-londero/lb84/rankings-breakdown,https://www.atptour.com/en/players/juan-ignacio-londero/lb84/player-stats
Miljan Zekic,https://www.atptour.com/en/players/miljan-zekic/z246/rankings-breakdown,https://www.atptour.com/en/players/miljan-zekic/z246/player-stats
Juan Bautista Torres,https://www.atptour.com/en/players/juan-bautista-torres/t0dm/rankings-breakdown,https://www.atptour.com/en/players/juan-bautista-torres/t0dm/player-stats
Andrea Collarini,https://www.atptour.com/en/players/andrea-collarini/cc66/rankings-breakdown,https://www.atptour.com/en/players/andrea-collarini/cc66/player-stats
Mariano Navone,https://www.atptour.com/en/players/mariano-navone/n0bs/rankings-breakdown,https://www.atptour.com/en/players/mariano-navone/n0bs/player-stats
Daniel Masur,https://www.atptour.com/en/players/daniel-masur/mn20/rankings-breakdown,https://www.atptour.com/en/players/daniel-masur/mn20/player-stats
Frederico Ferreira Silva,https://www.atptour.com/en/players/frederico-ferreira-silva/sn54/rankings-breakdown,https://www.atptour.com/en/players/frederico-ferreira-silva/sn54/player-stats
Pablo Cuevas,https://www.atptour.com/en/players/pablo-cuevas/c882/rankings-breakdown,https://www.atptour.com/en/players/pablo-cuevas/c882/player-stats
Matteo Gigante,https://www.atptour.com/en/players/matteo-gigante/g0gd/rankings-breakdown,https://www.atptour.com/en/players/matteo-gigante/g0gd/player-stats
Francisco Comesana,https://www.atptour.com/en/players/francisco-comesana/c0df/rankings-breakdown,https://www.atptour.com/en/players/francisco-comesana/c0df/player-stats
Kacper Zuk,https://www.atptour.com/en/players/kacper-zuk/z09d/rankings-breakdown,https://www.atptour.com/en/players/kacper-zuk/z09d/player-stats
Zdenek Kolar,https://www.atptour.com/en/players/zdenek-kolar/kh56/rankings-breakdown,https://www.atptour.com/en/players/zdenek-kolar/kh56/player-stats
Daniel Michalski,https://www.atptour.com/en/players/daniel-michalski/m0e1/rankings-breakdown,https://www.atptour.com/en/players/daniel-michalski/m0e1/player-stats
Arthur Fils,https://www.atptour.com/en/players/arthur-fils/f0f1/rankings-breakdown,https://www.atptour.com/en/players/arthur-fils/f0f1/player-stats
Oleksii Krutykh,https://www.atptour.com/en/players/oleksii-krutykh/k0dp/rankings-breakdown,https://www.atptour.com/en/players/oleksii-krutykh/k0dp/player-stats
Dane Sweeny,https://www.atptour.com/en/players/dane-sweeny/s0ia/rankings-breakdown,https://www.atptour.com/en/players/dane-sweeny/s0ia/player-stats
Hamad Medjedovic,https://www.atptour.com/en/players/hamad-medjedovic/m0jf/rankings-breakdown,https://www.atptour.com/en/players/hamad-medjedovic/m0jf/player-stats
Seong-chan Hong,https://www.atptour.com/en/players/seong-chan-hong/hc21/rankings-breakdown,https://www.atptour.com/en/players/seong-chan-hong/hc21/player-stats
Harold Mayot,https://www.atptour.com/en/players/harold-mayot/m0g4/rankings-breakdown,https://www.atptour.com/en/players/harold-mayot/m0g4/player-stats
Omar Jasika,https://www.atptour.com/en/players/omar-jasika/j553/rankings-breakdown,https://www.atptour.com/en/players/omar-jasika/j553/player-stats
Daniel Dutra da Silva,https://www.atptour.com/en/players/daniel-dutra-da-silva/sg56/rankings-breakdown,https://www.atptour.com/en/players/daniel-dutra-da-silva/sg56/player-stats
Nikola Milojevic,https://www.atptour.com/en/players/nikola-milojevic/mm66/rankings-breakdown,https://www.atptour.com/en/players/nikola-milojevic/mm66/player-stats
Zachary Svajda,https://www.atptour.com/en/players/zachary-svajda/s0k7/rankings-breakdown,https://www.atptour.com/en/players/zachary-svajda/s0k7/player-stats
Jonas Forejtek,https://www.atptour.com/en/players/jonas-forejtek/f0bt/rankings-breakdown,https://www.atptour.com/en/players/jonas-forejtek/f0bt/player-stats
Roman Andres Burruchaga,https://www.atptour.com/en/players/roman-andres-burruchaga/b0fv/rankings-breakdown,https://www.atptour.com/en/players/roman-andres-burruchaga/b0fv/player-stats
Nikolas Sanchez Izquierdo,https://www.atptour.com/en/players/nikolas-sanchez-izquierdo/s0gz/rankings-breakdown,https://www.atptour.com/en/players/nikolas-sanchez-izquierdo/s0gz/player-stats
Michael Geerts,https://www.atptour.com/en/players/michael-geerts/gg65/rankings-breakdown,https://www.atptour.com/en/players/michael-geerts/gg65/player-stats
Skander Mansouri,https://www.atptour.com/en/players/skander-mansouri/ml73/rankings-breakdown,https://www.atptour.com/en/players/skander-mansouri/ml73/player-stats
Jan Choinski,https://www.atptour.com/en/players/jan-choinski/ch12/rankings-breakdown,https://www.atptour.com/en/players/jan-choinski/ch12/player-stats
Robin Haase,https://www.atptour.com/en/players/robin-haase/h756/rankings-breakdown,https://www.atptour.com/en/players/robin-haase/h756/player-stats
Alessandro Giannessi,https://www.atptour.com/en/players/alessandro-giannessi/g983/rankings-breakdown,https://www.atptour.com/en/players/alessandro-giannessi/g983/player-stats
Andrea Arnaboldi,https://www.atptour.com/en/players/andrea-arnaboldi/a622/rankings-breakdown,https://www.atptour.com/en/players/andrea-arnaboldi/a622/player-stats
Gonzalo Lama,https://www.atptour.com/en/players/gonzalo-lama/lb07/rankings-breakdown,https://www.atptour.com/en/players/gonzalo-lama/lb07/player-stats
Ivan Gakhov,https://www.atptour.com/en/players/ivan-gakhov/ge28/rankings-breakdown,https://www.atptour.com/en/players/ivan-gakhov/ge28/player-stats
Tennys Sandgren,https://www.atptour.com/en/players/tennys-sandgren/sl08/rankings-breakdown,https://www.atptour.com/en/players/tennys-sandgren/sl08/player-stats
Hiroki Moriya,https://www.atptour.com/en/players/hiroki-moriya/mi01/rankings-breakdown,https://www.atptour.com/en/players/hiroki-moriya/mi01/player-stats
Alastair Gray,https://www.atptour.com/en/players/alastair-gray/g0ao/rankings-breakdown,https://www.atptour.com/en/players/alastair-gray/g0ao/player-stats
Valentin Vacherot,https://www.atptour.com/en/players/valentin-vacherot/va25/rankings-breakdown,https://www.atptour.com/en/players/valentin-vacherot/va25/player-stats
Mate Valkusz,https://www.atptour.com/en/players/mate-valkusz/va70/rankings-breakdown,https://www.atptour.com/en/players/mate-valkusz/va70/player-stats
Alexandar Lazarov,https://www.atptour.com/en/players/alexandar-lazarov/li39/rankings-breakdown,https://www.atptour.com/en/players/alexandar-lazarov/li39/player-stats
Thomas Fabbiano,https://www.atptour.com/en/players/thomas-fabbiano/f586/rankings-breakdown,https://www.atptour.com/en/players/thomas-fabbiano/f586/player-stats
Egor Gerasimov,https://www.atptour.com/en/players/egor-gerasimov/gc89/rankings-breakdown,https://www.atptour.com/en/players/egor-gerasimov/gc89/player-stats
Ramkumar Ramanathan,https://www.atptour.com/en/players/ramkumar-ramanathan/rb56/rankings-breakdown,https://www.atptour.com/en/players/ramkumar-ramanathan/rb56/player-stats
Gabriel Decamps,https://www.atptour.com/en/players/gabriel-decamps/dg53/rankings-breakdown,https://www.atptour.com/en/players/gabriel-decamps/dg53/player-stats
Aziz Dougaz,https://www.atptour.com/en/players/aziz-dougaz/df88/rankings-breakdown,https://www.atptour.com/en/players/aziz-dougaz/df88/player-stats
Lucas Gerch,https://www.atptour.com/en/players/lucas-gerch/gf23/rankings-breakdown,https://www.atptour.com/en/players/lucas-gerch/gf23/player-stats
